From	To	Species	Gene Name
NM_025075	THOC7	Homo sapiens	THO complex subunit 7(THOC7)
NM_025072	PTGES2	Homo sapiens	prostaglandin E synthase 2(PTGES2)
NM_025073	SIKE1	Homo sapiens	suppressor of IKBKE 1(SIKE1)
NM_001135592	RPS27A	Homo sapiens	ribosomal protein S27a(RPS27A)
NM_025159	TASL	Homo sapiens	TLR adaptor interacting with endolysosomal SLC15A4(TASL)
NM_001135590	ZNF577	Homo sapiens	zinc finger protein 577(ZNF577)
NM_025157	PXN	Homo sapiens	paxillin(PXN)
NM_001159560	BEX5	Homo sapiens	brain expressed X-linked 5(BEX5)
NM_025158	RUFY1	Homo sapiens	RUN and FYVE domain containing 1(RUFY1)
NM_001188	BAK1	Homo sapiens	BCL2 antagonist/killer 1(BAK1)
NM_001189	NKX3-2	Homo sapiens	NK3 homeobox 2(NKX3-2)
NM_001191	BCL2L1	Homo sapiens	BCL2 like 1(BCL2L1)
NM_001192	TNFRSF17	Homo sapiens	TNF receptor superfamily member 17(TNFRSF17)
NM_001194	HCN2	Homo sapiens	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2(HCN2)
NM_001195	BFSP1	Homo sapiens	beaded filament structural protein 1(BFSP1)
NM_001196	BID	Homo sapiens	BH3 interacting domain death agonist(BID)
NM_001197	BIK	Homo sapiens	BCL2 interacting killer(BIK)
NM_001198	PRDM1	Homo sapiens	PR/SET domain 1(PRDM1)
NM_025164	SIK3	Homo sapiens	SIK family kinase 3(SIK3)
NM_025165	ELL3	Homo sapiens	elongation factor for RNA polymerase II 3(ELL3)
NM_001135598	CLHC1	Homo sapiens	clathrin heavy chain linker domain containing 1(CLHC1)
NM_001135599	TGFB2	Homo sapiens	transforming growth factor beta 2(TGFB2)
NM_025163	PIGZ	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class Z(PIGZ)
NM_025160	WDR26	Homo sapiens	WD repeat domain 26(WDR26)
NM_001190	BCAT2	Homo sapiens	branched chain amino acid transaminase 2(BCAT2)
NM_025161	FAAP100	Homo sapiens	FA core complex associated protein 100(FAAP100)
NM_001135597	CCDC88A	Homo sapiens	coiled-coil domain containing 88A(CCDC88A)
NM_025169	ZKSCAN7	Homo sapiens	zinc finger with KRAB and SCAN domains 7(ZKSCAN7)
NM_001177	ARL1	Homo sapiens	ARF like GTPase 1(ARL1)
NM_001178	BMAL1	Homo sapiens	basic helix-loop-helix ARNT like 1(BMAL1)
NM_001181	ASGR2	Homo sapiens	asialoglycoprotein receptor 2(ASGR2)
NM_025170	PREX2	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2(PREX2)
NM_001182	ALDH7A1	Homo sapiens	aldehyde dehydrogenase 7 family member A1(ALDH7A1)
NM_001183	ATP6AP1	Homo sapiens	ATPase H+ transporting accessory protein 1(ATP6AP1)
NM_001184	ATR	Homo sapiens	ATR serine/threonine kinase(ATR)
NM_001185	AZGP1	Homo sapiens	alpha-2-glycoprotein 1, zinc-binding(AZGP1)
NM_001186	BACH1	Homo sapiens	BTB domain and CNC homolog 1(BACH1)
NM_001187	BAGE	Homo sapiens	B melanoma antigen(BAGE)
NM_025176	NINL	Homo sapiens	ninein like(NINL)
NM_001159554	P2RX6	Homo sapiens	purinergic receptor P2X 6(P2RX6)
NM_001135570	UQCC6	Homo sapiens	ubiquinol-cytochrome c reductase complex assembly factor 6(UQCC6)
NM_025139	ARMC9	Homo sapiens	armadillo repeat containing 9(ARMC9)
NM_001159542	POU5F1B	Homo sapiens	POU class 5 homeobox 1B(POU5F1B)
NM_025137	SPG11	Homo sapiens	SPG11 vesicle trafficking associated, spatacsin(SPG11)
NM_025138	PROSER1	Homo sapiens	proline and serine rich 1(PROSER1)
NM_025135	FHOD3	Homo sapiens	formin homology 2 domain containing 3(FHOD3)
NM_025136	OPA3	Homo sapiens	outer mitochondrial membrane lipid metabolism regulator OPA3(OPA3)
NM_025144	ALPK1	Homo sapiens	alpha kinase 1(ALPK1)
NM_001159547	BEND4	Homo sapiens	BEN domain containing 4(BEND4)
NM_025145	CFAP43	Homo sapiens	cilia and flagella associated protein 43(CFAP43)
NM_025140	CCDC92	Homo sapiens	coiled-coil domain containing 92(CCDC92)
NM_025141	TM2D3	Homo sapiens	TM2 domain containing 3(TM2D3)
NM_001159545	RFPL2	Homo sapiens	ret finger protein like 2(RFPL2)
NM_001159546	RFPL2	Homo sapiens	ret finger protein like 2(RFPL2)
NM_001135575	SMIM13	Homo sapiens	small integral membrane protein 13(SMIM13)
NM_001135581	SLC1A4	Homo sapiens	solute carrier family 1 member 4(SLC1A4)
NM_001159531	BEGAIN	Homo sapiens	brain enriched guanylate kinase associated(BEGAIN)
NM_025149	ACSF2	Homo sapiens	acyl-CoA synthetase family member 2(ACSF2)
NM_001135580	TEKTIP1	Homo sapiens	tektin bundle interacting protein 1(TEKTIP1)
NM_025146	NAA50	Homo sapiens	N-alpha-acetyltransferase 50, NatE catalytic subunit(NAA50)
NM_025147	COQ10B	Homo sapiens	coenzyme Q10B(COQ10B)
NM_001199	BMP1	Homo sapiens	bone morphogenetic protein 1(BMP1)
NM_025155	PAAF1	Homo sapiens	proteasomal ATPase associated factor 1(PAAF1)
NM_001135589	GDAP2	Homo sapiens	ganglioside induced differentiation associated protein 2(GDAP2)
NM_025153	ATP10B	Homo sapiens	ATPase phospholipid transporting 10B (putative)(ATP10B)
NM_025154	SUN1	Homo sapiens	Sad1 and UNC84 domain containing 1(SUN1)
NM_025151	RAB11FIP1	Homo sapiens	RAB11 family interacting protein 1(RAB11FIP1)
NM_025152	NUBPL	Homo sapiens	NUBP iron-sulfur cluster assembly factor, mitochondrial(NUBPL)
NM_001135585	SLC2A5	Homo sapiens	solute carrier family 2 member 5(SLC2A5)
NM_001135586	C5orf24	Homo sapiens	chromosome 5 open reading frame 24(C5orf24)
NM_025150	TARS2	Homo sapiens	threonyl-tRNA synthetase 2, mitochondrial(TARS2)
NM_025115	TTI2	Homo sapiens	TELO2 interacting protein 2(TTI2)
NM_025113	RUBCNL	Homo sapiens	rubicon like autophagy enhancer(RUBCNL)
NM_025114	CEP290	Homo sapiens	centrosomal protein 290(CEP290)
NM_001144	AMFR	Homo sapiens	autocrine motility factor receptor(AMFR)
NM_001145	ANG	Homo sapiens	angiogenin(ANG)
NM_001146	ANGPT1	Homo sapiens	angiopoietin 1(ANGPT1)
NM_001148	ANK2	Homo sapiens	ankyrin 2(ANK2)
NM_001149	ANK3	Homo sapiens	ankyrin 3(ANK3)
NM_001150	ANPEP	Homo sapiens	alanyl aminopeptidase, membrane(ANPEP)
NM_001151	SLC25A4	Homo sapiens	solute carrier family 25 member 4(SLC25A4)
NM_001152	SLC25A5	Homo sapiens	solute carrier family 25 member 5(SLC25A5)
NM_001153	ANXA4	Homo sapiens	annexin A4(ANXA4)
NM_001154	ANXA5	Homo sapiens	annexin A5(ANXA5)
NM_001135556	DYNC1I1	Homo sapiens	dynein cytoplasmic 1 intermediate chain 1(DYNC1I1)
NM_001135557	DYNC1I1	Homo sapiens	dynein cytoplasmic 1 intermediate chain 1(DYNC1I1)
NM_001135554	EPB41L2	Homo sapiens	erythrocyte membrane protein band 4.1 like 2(EPB41L2)
NM_001135555	EPB41L2	Homo sapiens	erythrocyte membrane protein band 4.1 like 2(EPB41L2)
NM_001159522	ZNF727	Homo sapiens	zinc finger protein 727(ZNF727)
NM_001135553	MKNK1	Homo sapiens	MAPK interacting serine/threonine kinase 1(MKNK1)
NM_001159524	ZNF735	Homo sapiens	zinc finger protein 735(ZNF735)
NM_025128	MUS81	Homo sapiens	MUS81 structure-specific endonuclease subunit(MUS81)
NM_025129	FUZ	Homo sapiens	fuzzy planar cell polarity protein(FUZ)
NM_025126	RNF34	Homo sapiens	ring finger protein 34(RNF34)
NM_025124	TMEM134	Homo sapiens	transmembrane protein 134(TMEM134)
NM_025125	TMEM254	Homo sapiens	transmembrane protein 254(TMEM254)
NM_003796	URI1	Homo sapiens	URI1 prefoldin like chaperone(URI1)
NM_001134	AFP	Homo sapiens	alpha fetoprotein(AFP)
NM_003795	SNX3	Homo sapiens	sorting nexin 3(SNX3)
NM_001135	ACAN	Homo sapiens	aggrecan(ACAN)
NM_003798	CTNNAL1	Homo sapiens	catenin alpha like 1(CTNNAL1)
NM_001136	AGER	Homo sapiens	advanced glycosylation end-product specific receptor(AGER)
NM_003797	EED	Homo sapiens	embryonic ectoderm development(EED)
NM_001138	AGRP	Homo sapiens	agouti related neuropeptide(AGRP)
NM_003799	RNMT	Homo sapiens	RNA guanine-7 methyltransferase(RNMT)
NM_001139	ALOX12B	Homo sapiens	arachidonate 12-lipoxygenase, 12R type(ALOX12B)
NM_001140	ALOX15	Homo sapiens	arachidonate 15-lipoxygenase(ALOX15)
NM_001141	ALOX15B	Homo sapiens	arachidonate 15-lipoxygenase type B(ALOX15B)
NM_001142	AMELX	Homo sapiens	amelogenin X-linked(AMELX)
NM_025133	FBXO11	Homo sapiens	F-box protein 11(FBXO11)
NM_025134	CHD9	Homo sapiens	chromodomain helicase DNA binding protein 9(CHD9)
NM_025132	WDR19	Homo sapiens	WD repeat domain 19(WDR19)
NM_001135565	PUDP	Homo sapiens	pseudouridine 5'-phosphatase(PUDP)
NM_025130	HKDC1	Homo sapiens	hexokinase domain containing 1(HKDC1)
NM_001135564	HSF2	Homo sapiens	heat shock transcription factor 2(HSF2)
NM_001166	BIRC2	Homo sapiens	baculoviral IAP repeat containing 2(BIRC2)
NM_001167	XIAP	Homo sapiens	X-linked inhibitor of apoptosis(XIAP)
NM_001168	BIRC5	Homo sapiens	baculoviral IAP repeat containing 5(BIRC5)
NM_001169	AQP8	Homo sapiens	aquaporin 8(AQP8)
NM_001170	AQP7	Homo sapiens	aquaporin 7(AQP7)
NM_001171	ABCC6	Homo sapiens	ATP binding cassette subfamily C member 6(ABCC6)
NM_001172	ARG2	Homo sapiens	arginase 2(ARG2)
NM_001173	ARHGAP5	Homo sapiens	Rho GTPase activating protein 5(ARHGAP5)
NM_001159508	IVD	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
NM_001175	ARHGDIB	Homo sapiens	Rho GDP dissociation inhibitor beta(ARHGDIB)
NM_001176	ARHGDIG	Homo sapiens	Rho GDP dissociation inhibitor gamma(ARHGDIG)
NM_025108	TEDC2	Homo sapiens	tubulin epsilon and delta complex 2(TEDC2)
NM_025109	MYO19	Homo sapiens	myosin XIX(MYO19)
NM_025106	SPSB1	Homo sapiens	splA/ryanodine receptor domain and SOCS box containing 1(SPSB1)
NM_025107	MYCT1	Homo sapiens	MYC target 1(MYCT1)
NM_025104	DBF4B	Homo sapiens	DBF4B-CDC7 kinase regulatory subunit(DBF4B)
NM_025103	IFT74	Homo sapiens	intraflagellar transport 74(IFT74)
NM_001155	ANXA6	Homo sapiens	annexin A6(ANXA6)
NM_001156	ANXA7	Homo sapiens	annexin A7(ANXA7)
NM_001157	ANXA11	Homo sapiens	annexin A11(ANXA11)
NM_001158	AOC2	Homo sapiens	amine oxidase copper containing 2(AOC2)
NM_001159	AOX1	Homo sapiens	aldehyde oxidase 1(AOX1)
NM_001160	APAF1	Homo sapiens	apoptotic peptidase activating factor 1(APAF1)
NM_001161	NUDT2	Homo sapiens	nudix hydrolase 2(NUDT2)
NM_001163	APBA1	Homo sapiens	amyloid beta precursor protein binding family A member 1(APBA1)
NM_001164	APBB1	Homo sapiens	amyloid beta precursor protein binding family B member 1(APBB1)
NM_025112	ZXDC	Homo sapiens	ZXD family zinc finger C(ZXDC)
NM_001039709	CBFA2T2	Homo sapiens	CBFA2/RUNX1 partner transcriptional co-repressor 2(CBFA2T2)
NM_001109	ADAM8	Homo sapiens	ADAM metallopeptidase domain 8(ADAM8)
NM_001039708	ENTR1	Homo sapiens	endosome associated trafficking regulator 1(ENTR1)
NM_001039707	ENTR1	Homo sapiens	endosome associated trafficking regulator 1(ENTR1)
NM_001039706	CFAP69	Homo sapiens	cilia and flagella associated protein 69(CFAP69)
NM_001100	ACTA1	Homo sapiens	actin alpha 1, skeletal muscle(ACTA1)
NM_003763	STX16	Homo sapiens	syntaxin 16(STX16)
NM_001101	ACTB	Homo sapiens	actin beta(ACTB)
NM_003762	VAMP4	Homo sapiens	vesicle associated membrane protein 4(VAMP4)
NM_001102	ACTN1	Homo sapiens	actinin alpha 1(ACTN1)
NM_003765	STX10	Homo sapiens	syntaxin 10(STX10)
NM_001103	ACTN2	Homo sapiens	actinin alpha 2(ACTN2)
NM_003764	STX11	Homo sapiens	syntaxin 11(STX11)
NM_001104	ACTN3	Homo sapiens	actinin alpha 3(ACTN3)
NM_001039705	TRO	Homo sapiens	trophinin(TRO)
NM_001105	ACVR1	Homo sapiens	activin A receptor type 1(ACVR1)
NM_003766	BECN1	Homo sapiens	beclin 1(BECN1)
NM_001106	ACVR2B	Homo sapiens	activin A receptor type 2B(ACVR2B)
NM_003769	SRSF9	Homo sapiens	serine and arginine rich splicing factor 9(SRSF9)
NM_001039703	NBPF10	Homo sapiens	NBPF member 10(NBPF10)
NM_001107	ACYP1	Homo sapiens	acylphosphatase 1(ACYP1)
NM_003768	PEA15	Homo sapiens	proliferation and apoptosis adaptor protein 15(PEA15)
NM_001039702	OLAH	Homo sapiens	oleoyl-ACP hydrolase(OLAH)
NM_003770	KRT37	Homo sapiens	keratin 37(KRT37)
NM_003772	JRKL	Homo sapiens	JRK like(JRKL)
NM_001110	ADAM10	Homo sapiens	ADAM metallopeptidase domain 10(ADAM10)
NM_003771	KRT36	Homo sapiens	keratin 36(KRT36)
NM_001040701	FUT6	Homo sapiens	fucosyltransferase 6(FUT6)
NM_003759	SLC4A4	Homo sapiens	solute carrier family 4 member 4(SLC4A4)
NM_001039717	ABHD18	Homo sapiens	abhydrolase domain containing 18(ABHD18)
NM_003752	EIF3C	Homo sapiens	eukaryotic translation initiation factor 3 subunit C(EIF3C)
NM_001039712	DEDD	Homo sapiens	death effector domain containing(DEDD)
NM_003751	EIF3B	Homo sapiens	eukaryotic translation initiation factor 3 subunit B(EIF3B)
NM_001039711	DEDD	Homo sapiens	death effector domain containing(DEDD)
NM_003754	EIF3F	Homo sapiens	eukaryotic translation initiation factor 3 subunit F(EIF3F)
NM_003753	EIF3D	Homo sapiens	eukaryotic translation initiation factor 3 subunit D(EIF3D)
NM_001039716	DIO1	Homo sapiens	iodothyronine deiodinase 1(DIO1)
NM_003756	EIF3H	Homo sapiens	eukaryotic translation initiation factor 3 subunit H(EIF3H)
NM_001039715	DIO1	Homo sapiens	iodothyronine deiodinase 1(DIO1)
NM_003755	EIF3G	Homo sapiens	eukaryotic translation initiation factor 3 subunit G(EIF3G)
NM_003758	EIF3J	Homo sapiens	eukaryotic translation initiation factor 3 subunit J(EIF3J)
NM_003757	EIF3I	Homo sapiens	eukaryotic translation initiation factor 3 subunit I(EIF3I)
NM_003761	VAMP8	Homo sapiens	vesicle associated membrane protein 8(VAMP8)
NM_003760	EIF4G3	Homo sapiens	eukaryotic translation initiation factor 4 gamma 3(EIF4G3)
NM_001040716	PC	Homo sapiens	pyruvate carboxylase(PC)
NM_001040715	MATCAP1	Homo sapiens	microtubule associated tyrosine carboxypeptidase 1(MATCAP1)
NM_001122	PLIN2	Homo sapiens	perilipin 2(PLIN2)
NM_003785	PAGE1	Homo sapiens	PAGE family member 1(PAGE1)
NM_001123	ADK	Homo sapiens	adenosine kinase(ADK)
NM_003784	SERPINB7	Homo sapiens	serpin family B member 7(SERPINB7)
NM_001124	ADM	Homo sapiens	adrenomedullin(ADM)
NM_003787	NOL4	Homo sapiens	nucleolar protein 4(NOL4)
NM_001125	ADPRH	Homo sapiens	ADP-ribosylarginine hydrolase(ADPRH)
NM_003786	ABCC3	Homo sapiens	ATP binding cassette subfamily C member 3(ABCC3)
NM_001126	ADSS2	Homo sapiens	adenylosuccinate synthase 2(ADSS2)
NM_003789	TRADD	Homo sapiens	TNFRSF1A associated via death domain(TRADD)
NM_001127	AP1B1	Homo sapiens	adaptor related protein complex 1 subunit beta 1(AP1B1)
NM_001128	AP1G1	Homo sapiens	adaptor related protein complex 1 subunit gamma 1(AP1G1)
NM_001129	AEBP1	Homo sapiens	AE binding protein 1(AEBP1)
NM_001039724	NOSTRIN	Homo sapiens	nitric oxide synthase trafficking(NOSTRIN)
NM_003790	TNFRSF25	Homo sapiens	TNF receptor superfamily member 25(TNFRSF25)
NM_003792	EDF1	Homo sapiens	endothelial differentiation related factor 1(EDF1)
NM_001130	TLE5	Homo sapiens	TLE family member 5, transcriptional modulator(TLE5)
NM_003791	MBTPS1	Homo sapiens	membrane bound transcription factor peptidase, site 1(MBTPS1)
NM_001131	CRISP1	Homo sapiens	cysteine rich secretory protein 1(CRISP1)
NM_003794	SNX4	Homo sapiens	sorting nexin 4(SNX4)
NM_003793	CTSF	Homo sapiens	cathepsin F(CTSF)
NM_001119	ADD1	Homo sapiens	adducin 1(ADD1)
NM_001040709	SYPL2	Homo sapiens	synaptophysin like 2(SYPL2)
NM_001040708	HEY1	Homo sapiens	hes related family bHLH transcription factor with YRPW motif 1(HEY1)
NM_001111	ADAR	Homo sapiens	adenosine deaminase RNA specific(ADAR)
NM_003774	GALNT4	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 4(GALNT4)
NM_001112	ADARB1	Homo sapiens	adenosine deaminase RNA specific B1(ADARB1)
NM_003773	HYAL2	Homo sapiens	hyaluronidase 2(HYAL2)
NM_003776	MRPL40	Homo sapiens	mitochondrial ribosomal protein L40(MRPL40)
NM_001114	ADCY7	Homo sapiens	adenylate cyclase 7(ADCY7)
NM_003775	S1PR4	Homo sapiens	sphingosine-1-phosphate receptor 4(S1PR4)
NM_001115	ADCY8	Homo sapiens	adenylate cyclase 8(ADCY8)
NM_003778	B4GALT4	Homo sapiens	beta-1,4-galactosyltransferase 4(B4GALT4)
NM_001116	ADCY9	Homo sapiens	adenylate cyclase 9(ADCY9)
NM_001117	ADCYAP1	Homo sapiens	adenylate cyclase activating polypeptide 1(ADCYAP1)
NM_001118	ADCYAP1R1	Homo sapiens	ADCYAP receptor type I(ADCYAP1R1)
NM_003779	B4GALT3	Homo sapiens	beta-1,4-galactosyltransferase 3(B4GALT3)
NM_003781	B3GALNT1	Homo sapiens	beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group)(B3GALNT1)
NM_003780	B4GALT2	Homo sapiens	beta-1,4-galactosyltransferase 2(B4GALT2)
NM_003783	B3GALT2	Homo sapiens	beta-1,3-galactosyltransferase 2(B3GALT2)
NM_001120	MFSD10	Homo sapiens	major facilitator superfamily domain containing 10(MFSD10)
NM_001121	ADD3	Homo sapiens	adducin 3(ADD3)
NM_003782	B3GALT4	Homo sapiens	beta-1,3-galactosyltransferase 4(B3GALT4)
NM_001040712	PTPRD	Homo sapiens	protein tyrosine phosphatase receptor type D(PTPRD)
NM_001040710	FAM228A	Homo sapiens	family with sequence similarity 228 member A(FAM228A)
NM_003726	SKAP1	Homo sapiens	src kinase associated phosphoprotein 1(SKAP1)
NM_003729	RTCA	Homo sapiens	RNA 3'-terminal phosphate cyclase(RTCA)
NM_003728	UNC5C	Homo sapiens	unc-5 netrin receptor C(UNC5C)
NM_001025100	MBP	Homo sapiens	myelin basic protein(MBP)
NM_003721	RFXANK	Homo sapiens	regulatory factor X associated ankyrin containing protein(RFXANK)
NM_003720	PSMG1	Homo sapiens	proteasome assembly chaperone 1(PSMG1)
NM_003722	TP63	Homo sapiens	tumor protein p63(TP63)
NM_003725	HSD17B6	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 6(HSD17B6)
NM_003724	JRK	Homo sapiens	Jrk helix-turn-helix protein(JRK)
NM_015705	SGSM3	Homo sapiens	small G protein signaling modulator 3(SGSM3)
NM_001025109	CD34	Homo sapiens	CD34 molecule(CD34)
NM_001025101	MBP	Homo sapiens	myelin basic protein(MBP)
NM_015700	NFU1	Homo sapiens	NFU1 iron-sulfur cluster scaffold(NFU1)
NM_001025108	AFF3	Homo sapiens	ALF transcription elongation factor 3(AFF3)
NM_015701	ERLEC1	Homo sapiens	endoplasmic reticulum lectin 1(ERLEC1)
NM_001025107	ADAR	Homo sapiens	adenosine deaminase RNA specific(ADAR)
NM_015702	MMADHC	Homo sapiens	metabolism of cobalamin associated D(MMADHC)
NM_015703	RRP7A	Homo sapiens	ribosomal RNA processing 7 homolog A(RRP7A)
NM_001025105	CSNK1A1	Homo sapiens	casein kinase 1 alpha 1(CSNK1A1)
NM_015704	DESI1	Homo sapiens	desumoylating isopeptidase 1(DESI1)
NM_003716	CADPS	Homo sapiens	calcium dependent secretion activator(CADPS)
NM_003715	USO1	Homo sapiens	USO1 vesicle transport factor(USO1)
NM_003718	CDK13	Homo sapiens	cyclin dependent kinase 13(CDK13)
NM_003717	NPFF	Homo sapiens	neuropeptide FF-amide peptide precursor(NPFF)
NM_003719	PDE8B	Homo sapiens	phosphodiesterase 8B(PDE8B)
NM_003710	SPINT1	Homo sapiens	serine peptidase inhibitor, Kunitz type 1(SPINT1)
NM_001039753	EML6	Homo sapiens	EMAP like 6(EML6)
NM_003712	PLPP2	Homo sapiens	phospholipid phosphatase 2(PLPP2)
NM_003711	PLPP1	Homo sapiens	phospholipid phosphatase 1(PLPP1)
NM_003714	STC2	Homo sapiens	stanniocalcin 2(STC2)
NM_001039752	SLC22A10	Homo sapiens	solute carrier family 22 member 10(SLC22A10)
NM_003749	IRS2	Homo sapiens	insulin receptor substrate 2(IRS2)
NM_003748	ALDH4A1	Homo sapiens	aldehyde dehydrogenase 4 family member A1(ALDH4A1)
NM_003741	CHRD	Homo sapiens	chordin(CHRD)
NM_003740	KCNK5	Homo sapiens	potassium two pore domain channel subfamily K member 5(KCNK5)
NM_003743	NCOA1	Homo sapiens	nuclear receptor coactivator 1(NCOA1)
NM_003742	ABCB11	Homo sapiens	ATP binding cassette subfamily B member 11(ABCB11)
NM_003745	SOCS1	Homo sapiens	suppressor of cytokine signaling 1(SOCS1)
NM_003744	NUMB	Homo sapiens	NUMB endocytic adaptor protein(NUMB)
NM_003747	TNKS	Homo sapiens	tankyrase(TNKS)
NM_003746	DYNLL1	Homo sapiens	dynein light chain LC8-type 1(DYNLL1)
NM_015727	TACR1	Homo sapiens	tachykinin receptor 1(TACR1)
NM_001039763	TMEM232	Homo sapiens	transmembrane protein 232(TMEM232)
NM_001039762	INSYN2A	Homo sapiens	inhibitory synaptic factor 2A(INSYN2A)
NM_003750	EIF3A	Homo sapiens	eukaryotic translation initiation factor 3 subunit A(EIF3A)
NM_015720	PODXL2	Homo sapiens	podocalyxin like 2(PODXL2)
NM_015721	GEMIN4	Homo sapiens	gem nuclear organelle associated protein 4(GEMIN4)
NM_015722	CALY	Homo sapiens	calcyon neuron specific vesicular protein(CALY)
NM_015723	PNPLA8	Homo sapiens	patatin like phospholipase domain containing 8(PNPLA8)
NM_015725	RDH8	Homo sapiens	retinol dehydrogenase 8(RDH8)
NM_015726	DCAF8	Homo sapiens	DDB1 and CUL4 associated factor 8(DCAF8)
NM_003738	PTCH2	Homo sapiens	patched 2(PTCH2)
NM_003737	DCHS1	Homo sapiens	dachsous cadherin-related 1(DCHS1)
NM_003739	AKR1C3	Homo sapiens	aldo-keto reductase family 1 member C3(AKR1C3)
NM_003730	RNASET2	Homo sapiens	ribonuclease T2(RNASET2)
NM_003732	EIF4EBP3	Homo sapiens	eukaryotic translation initiation factor 4E binding protein 3(EIF4EBP3)
NM_003731	SSNA1	Homo sapiens	SS nuclear autoantigen 1(SSNA1)
NM_001039775	CRYBG2	Homo sapiens	crystallin beta-gamma domain containing 2(CRYBG2)
NM_003734	AOC3	Homo sapiens	amine oxidase copper containing 3(AOC3)
NM_003733	OASL	Homo sapiens	2'-5'-oligoadenylate synthetase like(OASL)
NM_003736	PCDHGB4	Homo sapiens	protocadherin gamma subfamily B, 4(PCDHGB4)
NM_003735	PCDHGA12	Homo sapiens	protocadherin gamma subfamily A, 12(PCDHGA12)
NM_015716	MINK1	Homo sapiens	misshapen like kinase 1(MINK1)
NM_001039770	TMPPE	Homo sapiens	transmembrane protein with metallophosphoesterase domain(TMPPE)
NM_015717	CD207	Homo sapiens	CD207 molecule(CD207)
NM_015718	NOX3	Homo sapiens	NADPH oxidase 3(NOX3)
NM_015719	COL5A3	Homo sapiens	collagen type V alpha 3 chain(COL5A3)
NM_001039771	CBLN3	Homo sapiens	cerebellin 3 precursor(CBLN3)
NM_015710	NOP53	Homo sapiens	NOP53 ribosome biogenesis factor(NOP53)
NM_015711	BICRA	Homo sapiens	BRD4 interacting chromatin remodeling complex associated protein(BICRA)
NM_015713	RRM2B	Homo sapiens	ribonucleotide reductase regulatory TP53 inducible subunit M2B(RRM2B)
NM_015714	G0S2	Homo sapiens	G0/G1 switch 2(G0S2)
NM_015715	PLA2G3	Homo sapiens	phospholipase A2 group III(PLA2G3)
NM_003804	RIPK1	Homo sapiens	receptor interacting serine/threonine kinase 1(RIPK1)
NM_003803	MYOM1	Homo sapiens	myomesin 1(MYOM1)
NM_003806	HRK	Homo sapiens	harakiri, BCL2 interacting protein(HRK)
NM_003805	CRADD	Homo sapiens	CASP2 and RIPK1 domain containing adaptor with death domain(CRADD)
NM_003808	TNFSF13	Homo sapiens	TNF superfamily member 13(TNFSF13)
NM_003807	TNFSF14	Homo sapiens	TNF superfamily member 14(TNFSF14)
